Year,POB,KWH,SWH,HWH,MWH,FWH,BES,HAS,HOS,RIS,SBA,SBB,SHO,DEO,PEL,PES,REO,DEL,FLA,LRD,SSK,MES,GRH,MAC,HAD,SAI,RED,BWH,SSH,NCO,PCO,CAP,PWN,CEP,KCR,SCR,ZG,ZL,ZM,ZS,DF,PS,PL,BC,BD,BFF,SPO,COR,PB,BB,DR,DL,DC,DIN
1991,166.897579,100017.1297,99250.2377,115059.0912,722693.4788,767549.3709,5234.936291,11088.92158,81398.67337,4736.996663,1488.092602,17485.23464,27077.5563,1365190.527,1415148.532,865148.6202,127658.0993,77133.8129,88850.25249,1927882.793,418016.4142,18328131.52,1015387.602,5303459.586,487428.9235,296087.704,3157810.132,6611151.971,4699482.415,5373208.691,3035070.143,5030212.446,12127480.48,57631032.06,5280.222897,101909.2086,7317706.835,1353600192,738353259.1,9405850.855,2729896.52,52988183.97,4154953982,4436939.523,10369395.03,10837711.72,10004437.06,11317274.52,2890041678,12823261966,4969075195,29282294695,0,80348305158
1992,167.62142,95049.10059,99624.18099,115715.941,719395.0565,763294.0957,5236.358868,10723.4221,80783.38306,4724.540934,1482.567573,17402.10041,26930.12523,1362129.395,1402611.53,866873.4866,127588.036,76774.1192,88589.28065,1946120.148,428801.3694,18493203.99,1010052.19,5244249.223,620031.4737,304482.0961,3170493.238,7066030.158,4856921.23,5291997.217,3126285.015,4791696.627,13367074.85,52120816.77,5254.326975,99123.01235,7311189.368,1293471862,720382159.6,38553277.92,86017246.67,107293521.3,4474648655,4465512.485,10784750.57,10906481.09,10006801.25,11325940.78,2813716766,13178617070,5133129871,30166361960,0,76778403617
1993,168.42387,93458.86744,100077.9445,116745.3317,718706.5882,760383.4786,5255.850109,10531.32859,80220.88357,4718.931316,1484.539445,17372.24937,27055.89958,1364820.689,1397589.62,865070.7659,127341.4027,76842.88503,88536.18621,1961746.736,438717.1469,18960103.94,1004543.903,5112332.875,699467.8443,307076.1744,3088635.749,7434117.343,4787758.671,5574726.588,3173146.404,3676783.611,14022732.23,49780005.17,5223.658168,94841.1489,7280426.726,1269227277,825590408,27453356.55,33278674.22,265465418.8,5487802167,4494303.66,11222877.38,11004083.33,10014949.04,11319321.81,3057734808,13560384766,5315924839,31585169612,0,74557766786
1994,169.378369,89700.94971,100328.974,118111.2441,720066.3491,758521.0119,5284.5874,10413.73405,79798.92839,4727.770165,1491.796088,17418.41181,27322.69602,1365302.362,1450390.628,863977.3151,125214.6607,77094.31184,88630.44926,1980685.562,447832.1542,18484905.14,1012416.084,5026260.543,670038.6233,306127.6706,3148385.765,7841183.105,4534920.13,5363552.594,3281020.67,5340024.534,14178968.48,86860060.42,5164.404271,91741.38806,7271369.137,1259465378,507029340.1,25932284.14,27206284.12,773067239.9,7466761643,4523118.883,11686154.7,11045749.49,10022459.08,11286193.88,3015439397,14000782156,5495678131,31762710385,0,75433044261
1995,170.386545,85819.35338,100158.9842,119676.569,720780.1205,756531.4687,5311.026234,10337.03165,79374.87111,4738.826039,1499.853507,17488.61219,27520.20407,1367883.581,1472271.824,865650.6273,126798.4856,77388.22701,89020.03768,1983702.758,456129.3689,19159858.24,1017594.079,4897949.954,549582.8672,311680.3535,3138828.916,8052800.46,4157799.046,5072737.81,3291772.25,6537610.557,13291172.6,84602124.64,5079.892391,90941.86568,7255867.164,1357117645,689679408.6,60725242.65,4158062.216,62763550.48,5073015290,4552229.624,12180139.74,11477260.29,10048758.42,11623052.15,2953871655,14397501820,5666881451,32651220609,0,79953143217
1996,171.260347,82790.88566,99941.08401,120906.3883,718001.827,752663.9545,5328.540081,10250.91504,78925.1847,4747.543616,1502.477053,17547.1563,27568.15063,1379139.118,1432142.107,869740.1464,124970.7281,77747.99726,89467.56034,1997808.48,464086.9551,18680514.15,1019889.64,4854941.837,399330.6454,329470.7969,3370238.067,8105757.643,4000792.366,4796292.194,3446111.012,6173747.743,17846969.85,47185257.17,4998.909973,96924.87878,7248728.185,1275429384,649834508.7,20755855.8,35900850.75,45455092.58,5537956233,4581811.999,12706548.65,11582978.33,10055276.51,11645048.45,2756934061,14836395885,5843519697,33176889644,0,77184339964
1997,171.934317,80598.08822,99585.97415,122504.3932,738662.4264,764031.3871,5331.209028,10125.77855,78403.38477,4746.481219,1498.957173,17565.31258,27457.62076,1389698.44,1413995.09,877581.2668,122797.6254,77794.16262,89922.91462,2009192.296,471658.4648,18683204.95,1029246.716,4867842.76,269414.3349,370320.8743,3212615.924,8467209.344,3469385.419,4461713.807,3557982.533,5602769.241,14375654.34,52206469.95,4923.485639,96965.52894,7660700.094,1274485420,809394843.2,29527503.23,2137015.28,57958833.99,6165569983,4612283.58,13275068.87,11669455.16,10058975.72,11723918.56,2802275014,15238375776,6027035995,34247998407,0,76504764940
1998,172.48503,77914.71813,99073.5101,123244.0436,740257.9279,764887.9362,5330.569692,9948.130702,77868.53535,4740.610024,1488.070823,17516.60467,27181.81614,1386095.077,1393977.059,883121.8529,115046.1664,77556.57669,89987.37357,2011359.102,478698.3828,17975173.33,1032186.662,4802261.563,196881.7793,411498.0466,3154957.942,8406897.468,3006110.23,4267027.357,3705848.713,4501294.525,12369564.75,48986984.88,4849.059728,96637.40057,7651530.108,1265105898,553580414.4,31244134.42,685620.4935,79060919.91,7351296984,4643340.758,13885799.18,11749491.03,10065686.83,11755453.77,2751003881,15685417657,6206464323,34628563888,0,76588058744
1999,173.135734,74869.1332,98783.63677,124360.2356,733142.0383,753862.4808,5346.530123,9915.042431,77418.52445,4742.179813,1489.163709,17554.11399,27314.23629,1374411.034,1375977.959,885268.9192,105201.6585,77558.75844,90381.30842,2013192.569,485383.6112,18300326.94,1023377.869,4782904.455,202493.9241,450979.7694,3096926.743,8233977.549,2645183.499,4311146.483,3704264.061,5055497.172,12256970.9,46345201.61,4763.318038,102227.0136,7638943.173,1358561523,705663856.8,48456908.13,2604737.797,126773749.4,5618170462,4674615.681,14533237.88,12200948.64,10092212.57,12111606.82,2728917450,16122499569,6392192870,35883323810,0,78312649451
2000,173.641319,72295.63044,98378.63548,125605.83,731357.8373,745908.2385,5350.013267,9855.748464,76867.53728,4737.107818,1489.510683,17521.19749,27301.47153,1368548.004,1371353.408,883021.5956,99291.0762,77620.24959,90294.04739,2017014.38,491986.7166,18177002.57,1024934.148,4734422.056,230456.8277,501140.1194,3202098.437,7972632.346,2340318.366,4450543.415,3717637.198,4666187.539,10765335.74,47133315.58,4612.807863,99889.28122,7627941.24,1294916087,835042173.4,17054257.5,3214289.272,261899564.1,7215947287,4705956.709,15218303.57,12289130.86,10099417.59,12328971.35,2824641835,16573716662,6582862116,36551026521,0,75053284598
2001,172.617151,70857.1118,97921.79378,126083.1894,721107.3287,733544.5818,5275.871444,9639.118307,76539.45491,4702.384328,1471.827596,17210.83137,26775.22177,1353810.68,1385118.77,886964.2283,98521.14019,77060.55327,89063.51873,2016596.385,498512.5396,17486516.57,1016417.402,4688055.575,245244.872,558621.2328,3100059.801,7746794.068,2158896.993,4539880.612,3643767.012,2964182.183,9013848.502,51388332.12,4176.312767,95232.25823,7609071.465,1235842093,704528151.2,8476470.526,139088887.9,604399989.7,7998986892,4736873.796,15946822.84,12380790.06,10102772.78,12330439.02,2442661257,16907797167,6726598705,36612872217,0,76346051066
2002,172.168524,70993.07599,97419.80983,126561.7545,713822.0177,722790.8105,5259.527282,9537.870976,76177.29517,4680.204347,1462.888598,16945.36009,26580.68032,1348766.727,1410602.226,882744.0067,98231.21808,76435.01605,87998.36063,2020859.446,504821.9616,17031523.28,1016621.094,4628952.691,242157.9862,614654.9375,3212993.116,7861343.42,2005138.933,4597622.832,3696437.976,4561062.723,9180949.513,58031184.82,3683.892347,85849.48297,7987928.153,1344637325,475825593.6,16337493.07,592940.5868,1071850518,6187236498,4767917.355,16726409.85,12475674.1,10108177.15,12308223.72,2516243949,17256221367,6902055766,37278866230,0,78726776610
2003,172.0295,68614.34122,96986.80254,126943.2043,707193.5988,712791.1601,5259.898504,9371.112653,75889.05008,4668.858701,1447.339688,16793.66832,26209.2558,1347167.098,1400418.269,876144.2416,100010.749,76278.66421,87566.75742,2014908.843,510646.1982,17411779.97,1017893.625,4605649.921,281067.0416,669471.7764,3154808.832,7601044.521,1966204.944,4637212.649,3724307.561,5435876.744,10170214.76,52537555.42,3277.843498,79933.97324,8008145.795,1348391486,633548728.1,55401128.21,1802657.766,1551359394,5717065155,4799177.615,17558669.61,12988841.81,10135021.82,12774098.52,2496686152,17664739794,7086880432,38244567812,0,78271847644
2004,171.95965,66892.93251,96704.22474,127709.4022,706619.7231,706262.4554,5251.527107,9357.601772,75512.87534,4654.47189,1445.767173,16671.99819,26296.76754,1345832.169,1394813.117,870538.3186,102340.2283,75969.86997,87091.10314,2020098.151,516592.5921,17386912.86,1008275.573,4597175.476,321852.3753,729923.9885,3130454.597,7217171.172,1954400.574,4579757.58,3835993.628,4770267.627,11638259.99,48844919.39,2954.314744,98784.5364,7992404.297,1355806985,683998581.5,66855546.76,591063.6194,2147016898,6956559332,4831152.751,18448523.63,13131420,10143324.56,12846710.22,2540796296,18086448299,7273985743,39206213079,0,75948542988
2005,171.887175,65266.44513,96396.70094,128189.8165,705086.4653,701198.1777,5244.974038,9319.073751,75166.81953,4641.477704,1444.644451,16563.01677,26274.72624,1344636.246,1396270.919,865474.9275,103656.1129,75738.00293,86670.85061,2026336.379,522339.6229,17784254.01,999810.5568,4611604.013,395691.2714,787469.1383,3214737.053,6874029.678,1888468.901,4458656.334,3662208.99,5088764.384,12352478.1,51481418.45,2702.380778,105558.4962,7968107.892,1259344328,844052829.3,34537221.92,1580077.743,2541245029,5611267892,4863541.992,19399139.88,13234318.57,10153122.87,13019178.23,2506838493,18517155869,7456963509,40020339428,0,78861684796
2006,172.319515,64126.58332,96198.53149,128905.7129,707903.6941,701275.0047,5280.852504,9060.339561,74745.61298,4647.951077,1425.922633,16585.03574,25637.12955,1348893.313,1392174.912,857460.2132,103367.9814,75946.81227,86996.76219,2027748.449,527446.1667,18155199.68,996344.6111,4669522.276,530069.536,788653.7583,3179249.88,6508530.4,1835638.47,4628068.455,3543425.23,6026010.48,11888336.06,51365476.97,2519.765898,100145.3091,7969250.695,1298587571,687525920.8,31751056.45,6726284.871,3143243295,5708576974,4896361.301,20444165.3,13342774.61,10158714.75,13011440.57,2559719319,18935134388,7643873036,40895298237,0,77024937723
2007,173.0645,62426.88704,95942.45462,129360.8917,708858.1609,700805.7162,5301.29172,8887.93876,74457.76078,4652.501341,1408.358718,16594.12712,25172.31816,1346509.927,1390321.857,850624.0573,100989.5172,75592.56586,86817.56455,2026579.879,532195.6694,18322745.56,994182.5495,4701766.755,657241.3278,793168.4402,3089165.069,6091912.485,1732884.845,4899333.111,3503430.315,6604613.683,11785720.43,51082259.27,2365.252545,94914.83919,7950567.447,1421785616,770310663,113550423.3,6985915.271,3701717849,6236414951,4929989.133,21588281.16,13894529.15,10184445.02,13487029.72,2517361903,19349183009,7830068270,41557888546,0,76197137193
2008,173.493816,61779.70068,95715.37286,129639.8194,707496.3033,699558.0647,5279.839639,8786.579544,74154.76698,4637.781097,1395.047835,16566.75616,24967.08435,1342424.93,1390598.44,845276.5787,98368.81417,75085.56911,86420.43553,2028311.323,536684.5111,18342691.32,995182.8016,4784158.406,760058.3697,784739.3522,2953198.738,5781868.811,1606689.828,5280073.513,3618123.28,6121693.695,12380606.42,55649626.29,2220.615464,113998.8337,7932439.953,1374669547,743358079.6,36595685.69,4704098.635,127878144.5,7644869358,4964579.936,22832979.2,14000028.47,10188738,13747621.69,2401517893,19682689252,8005099372,42000522216,0,79117369880
2009,173.866257,61545.74967,95570.20181,129748.9214,703782.9271,697024.9323,5273.081668,8657.326988,74048.62778,4633.256769,1377.726072,16524.58126,24665.58622,1343858.989,1386460.361,835333.563,94538.98014,74435.56785,85806.72665,2024502.683,540603.1722,18480003.94,998712.5643,4802415.522,810260.4805,783606.3116,3136339.555,6010290.995,1501264.269,5575824.502,3668626.698,3861336.351,14321547,59751381.85,2031.453928,114392.4153,7917131.971,1242682188,732360669.8,4856916.558,1977695.585,192209336.4,9889142072,4999597.515,24179816.11,14113019.03,10196111.45,13769911.56,2481081273,19967967550,8174245704,42576386548,0,76123646081
2010,173.833865,59220.95336,95577.28938,130052.2475,701400.2518,696692.7971,5239.581719,8492.865853,73821.28796,4615.349775,1354.921961,16473.08016,24177.08135,1346635.861,1382586.917,827198.9781,87419.44096,73927.7191,84999.55351,2019184.862,544102.4063,18925126.04,997190.1229,4816565.113,783965.0661,746920.241,3181280.898,6410398.139,1443762.516,5764675.618,3729522.778,4664474.912,14510855.13,61261258.23,1702.796499,107826.1514,8340303.535,1250262335,722986877.8,33906991.59,7894072.525,447193220.2,11858026379,5035005.029,25623682.14,14657766.03,10214016.35,14255936.35,2856005884,20300473231,8372069963,43823240236,0,75157616809
2011,173.863095,56800.79317,95404.84815,130193.3175,699100.193,696278.2879,5233.034889,8396.653037,73734.0733,4610.563131,1335.797917,16510.17727,23884.31707,1357099.477,1388235.296,827216.9502,81641.25305,73749.3939,84962.54772,2017665.689,547960.4342,19160464.64,999729.2391,4877362.056,650556.6273,726521.1294,3418218.672,7546831.171,1458247.933,5909779.253,3775615.052,5534174.759,14855830.13,58160189.61,1392.662211,104397.9824,8325571.414,1365762610,766507236.8,134630248.4,5404004.337,132290507.9,10850000088,5070639.589,27161582.11,14780823.14,10221933.25,14551494.17,2941858943,20686956801,8572106848,44873651175,0,77528792252
2012,173.830369,54647.98026,95265.67894,130573.8467,716890.2786,709143.6953,5221.255979,8332.218968,73535.91254,4603.661672,1320.122813,16523.19617,23755.6677,1368409.073,1385722.154,830476.6254,75246.69543,73608.27553,84855.63603,2013289.238,551502.9632,19580027.67,998071.4941,4921859.263,513324.8981,702069.7329,3344162.137,8332284.486,1478617.071,5961984.868,3578218.356,3602204.324,13132186.04,55184967.72,1153.713025,122361.8834,8324503.711,1348181295,920932243.6,41927834.53,12460079.5,125088855,11349882148,5106615.564,28791780.41,14918622.96,10228935.31,14582720.54,3216318166,21103434752,8783498631,45917327510,0,75586668792
2013,173.665378,53595.20203,95051.03199,130731.1533,709773.9846,705080.4355,5200.275008,8242.386456,73251.46078,4585.159957,1302.262419,16579.22397,23538.56292,1369620.278,1393896.042,839831.4198,68392.16488,73468.01676,84764.67483,2006167.304,555035.1313,19070325.38,993681.1898,5008718.805,429661.8798,724019.9292,3441527.501,8807379.284,1521594.489,5958184.786,3508630.512,4022791.895,12299567.38,59414182.28,959.722539,120904.3422,8733234.456,1470807663,690491780,13828388.44,222952199.8,147296323.7,13114515012,5143187.922,30548009.3,15514060.94,10248708.7,15141302.82,3103769875,21437070541,8968516571,46586968333,0,73904046988
2014,173.584268,54007.99158,94850.68676,130697.876,703876.9742,701099.943,5184.207989,8139.513757,73105.09762,4572.530888,1282.265016,16602.68742,23213.02254,1371654.505,1441364.571,849902.7394,64598.78391,73325.99492,84596.79082,2014614.417,558689.6653,18172334.57,990656.8578,5043480.008,378184.3884,762548.9183,3273263.813,8773320.704,1597728.313,5821347.789,3603819.764,5445939.649,10950816.01,70746096.2,802.674493,115264.6815,8719965.896,1315274522,611646356.6,18016046.47,4737058.246,162642541.4,12284451696,5180569.739,32439192.8,15593876.91,10253864.2,15472156.66,3252979376,21747428799,9161352251,46980274376,0,76986022743
2015,173.731441,52406.68447,94894.34365,131076.818,703344.1608,700244.9743,5188.717796,8118.6671,72992.35045,4567.417866,1271.036918,16703.54745,23139.93452,1366487.636,1439818.968,857619.0775,62184.65978,73447.72227,84916.86033,1994855.631,561561.3041,18053739.71,990237.3517,5014791.478,369734.7765,777576.3056,3320413.326,8671927.345,1741122.773,5971311.916,3687947.357,4978697.639,9361958.591,61864449.96,680.894349,110187.5473,8714332.062,1341751013,694669920.5,79411204.61,13129232.77,286252451.8,11276307994,5217747.263,34424941.71,15740528.1,10259733.46,15493329.07,3265592466,22081483256,9351728615,47713235174,0,77635344975
2016,174.172266,50920.98468,94751.51437,131667.6933,704954.0688,700446.0982,5209.619332,8160.13325,72929.3416,4576.069204,1268.699143,16808.96117,23328.50797,1362660.581,1422301.146,862394.146,76965.01612,73849.53547,85200.97855,1980156.701,564437.1118,17854326.18,1018325.232,5201376.884,496220.9233,988501.1923,3274890.606,9872166.951,1992759.666,6844085.237,3744773.498,4444521.178,9421593.077,46683499.95,582.563652,112840.2533,8700910.495,1361782590,741323407.9,110182948.1,10506433.22,490358089.9,11096077990,5254739.684,36528279.64,16352769.24,10279315.36,16089761.58,3415884122,22455515600,9558049154,48791777679,0,76076947357
2017,174.327128,50237.16395,94542.96871,131238.6139,694507.2623,694902.4651,5183.84224,8061.631914,72714.93785,4563.091928,1252.775943,16780.77659,23111.32903,1348809.609,1419919.68,864861.8847,92778.41327,73786.36641,84770.77522,1959913.427,566935.0388,17528390.78,1035873.81,5405850.348,621828.5846,1252704.011,3350732.114,11054333.83,2228417.522,7253138.212,3650424.617,5158721.377,8850196.406,50397549.49,498.447013,117481.021,8689549.509,1379702358,704149253.3,68355333.51,6310401.132,1449011623,11706813917,5292707.295,38819572.52,16511458.53,10289170.7,16414098.94,3124351184,22798823703,9740809467,49021221833,0,74811232603
2018,174.553679,50606.43673,94505.38345,130868.5018,684758.3252,689801.8551,5175.704253,7985.228787,72719.26316,4559.470128,1237.200491,16781.48351,22869.51432,1344602.329,1418815.389,856728.8081,109796.9413,73569.59263,84091.45737,1939780.631,568957.0823,16627222.64,1052347.345,5550477.866,739449.3601,1566218.271,3218383.875,12065723.98,2493651.289,7682652.28,3621194.973,5600852.159,8123963.378,53607651.83,426.870415,116021.4868,8678242.971,1295133681,764356154.8,22694558.18,1327729.784,3312582155,12055287800,5331369.565,41291065.23,16630551.33,10295598.96,16457602.36,3098559195,23117148270,9926306599,49669851269,0,74210420495
2019,174.805689,49380.518,94642.45578,130434.9589,676205.6614,684806.7373,5160.742889,7905.906126,72586.48809,4550.240196,1221.704997,16698.31133,22619.35694,1337134.088,1416390.131,837919.9176,127253.7223,73122.87237,83090.36971,1913090.234,570563.2965,15688409.97,1064611.098,5683333.76,823598.5184,1934283.038,3196665.519,12914644.27,2701090.022,7931659.663,3584068.816,5276656.311,8384238.248,52567879.28,367.192682,109919.0754,8671585.549,1358402571,622872176.3,54342046.14,67340276.1,6789939980,12984730313,5370498.505,43946618.42,17251023.12,10310795.74,17107726.88,3363510708,23452598626,10140906939,50662212267,0,72031827749
2020,175.174125,48584.0295,94817.43716,130372.7924,672319.0563,682086.1327,5174.135888,7898.714555,72478.72264,4551.806145,1215.828309,16675.89686,22644.56686,1341460.381,1425821.759,814340.6624,145254.3755,73120.91412,82637.21551,1891083.091,571998.8872,13938456.11,1081309.893,5860285.049,1001186.129,2373411.487,3378973.975,13661579.08,2951623.062,8181317.712,3664323.651,4339052.201,8860622.316,55113985.35,319.670146,123754.5754,8655541.57,1428834869,482822742.7,80032599.98,179666384.4,9926621632,12814498349,5409373.808,46744681.21,17395945.53,10319346.18,17416603.09,3488388409,23822390470,10350250839,51667078727,0,72736704467
2021,175.607565,48678.11753,94864.54706,130625.1568,670664.1236,680160.7841,5186.920067,7917.524779,72337.32522,4561.062765,1216.248616,16700.9912,22770.23113,1339399.31,1461043.701,794883.738,163679.2211,73350.95068,82553.0455,1877317.361,574097.7012,13371005.91,1095454.104,6079425.288,1277487.499,2921541.26,3119158.088,14414697.12,3064687.983,8464158.495,3708823.279,2879343.775,8815004.565,68775008.44,281.305149,124999.246,8646658.265,1376501410,646304624.4,32636956.05,541368.8206,2366104913,10506594612,5447852.513,49721401.74,17912650.07,10337579.61,18091766.09,3568342275,24168541388,10564395361,51957320444,0,85106811189
2022,176.024468,49779.19326,94912.14476,130608.3413,665256.6732,676407.8546,5189.399673,7837.293081,72250.4247,4570.969366,1208.781619,16684.26936,22573.4405,1340771.891,1455015.705,766971.8414,184784.6919,73229.68565,81969.86663,1852695.144,575677.3449,12513141.08,1102382.435,6176442.389,1503461.293,3576146.202,3243286.948,14967133.24,3171781.23,8538478.681,3908546.172,2671372.083,10136912.66,65124360.47,248.62848,118093.2721,8671685.139,1356587950,697559093.5,34791471.92,33727351.48,282168350.8,10205592405,5486988.594,52950629.69,18088488.21,10343728.43,18547553.78,3578466624,24506634421,10766085870,52445751509,0,80958472751
